OID_,Link_ID,Link_Nm,Shp_Lng,Z_Min,Z_Max,Z_Mean,SLength,Shape_Length
127,RAIL233,Fort Matilda - Greenock West,2211.167572320000090,0.000000000000000,0.000000000000000,0.000000000000000,0.030166922786200,0.030166922786200
128,RAIL234,Greenock West - Greenock Central,1024.686283519999961,0.000000000000000,0.000000000000000,0.000000000000000,0.015774852541881,0.015774852541881
129,RAIL235,Greenock Central - Cartsdyke,1436.884619780000094,0.000000000000000,0.000000000000000,0.000000000000000,0.021481702475553,0.021481702475554
130,RAIL236,Cartsdyke - Bogston,1393.230165350000107,0.000000000000000,0.000000000000000,0.000000000000000,0.020988529531225,0.020988529531225
131,RAIL237,Bogston - Port Glasgow,1407.116259460000038,0.000000000000000,0.000000000000000,0.000000000000000,0.021825684747285,0.021825684747285
132,RAIL238,Port Glasgow - Woodhall,2186.570615929999803,0.000000000000000,0.000000000000000,0.000000000000000,0.034661253338811,0.034661253338811
133,RAIL239,Woodhall - Langbank,4523.082066539999687,0.000000000000000,0.000000000000000,0.000000000000000,0.070757594587017,0.070757594587017
134,RAIL240,Langbank - Bishopton,6374.822242610000103,0.000000000000000,0.000000000000000,0.000000000000000,0.091307129017029,0.091307129017030
135,RAIL241,Bishopton - Paisley St James,6694.932082369999989,0.000000000000000,0.000000000000000,0.000000000000000,0.077016809572916,0.077197761348194
136,RAIL242,Paisley St James - Paisley Gilmour Street,2228.598293619999822,0.000000000000000,0.000000000000000,0.000000000000000,0.032861574605654,0.033706358607128
137,RAIL243,Paisley Gilmour Street - Hillington West,3568.289574410000114,0.000000000000000,0.000000000000000,0.000000000000000,0.053803399980116,0.054252746654001
138,RAIL244,Hillington West - Hillington East,1057.427137390000098,0.000000000000000,0.000000000000000,0.000000000000000,0.016706876916544,0.016706876916544
139,RAIL245,Hillington East - Cardonald,914.459259191000001,0.000000000000000,0.000000000000000,0.000000000000000,0.014443387746719,0.014443387746719
140,RAIL246,Cardonald - Glasgow Central,5980.663499590000356,0.000000000000000,0.000000000000000,0.000000000000000,0.087418790329098,0.088545602018645
141,RAIL247,Wick - Georgemas Junction,22860.917516800000158,0.000000000000000,0.000000000000000,0.000000000000000,0.366162785958880,0.366346500796155
142,RAIL248,Georgemas Junction - Thurso,10674.801820599999701,0.000000000000000,0.000000000000000,0.000000000000000,0.127273724813996,0.127273724813996
143,RAIL250,Georgemas Junction - Scotscalder,6814.082542449999892,0.000000000000000,0.000000000000000,0.000000000000000,0.104841945945040,0.105006477288806
144,RAIL251,Scotscalder - Altnabreac,14605.986733199999435,0.000000000000000,0.000000000000000,0.000000000000000,0.190036723003826,0.190036723003825
145,RAIL252,Altnabreac - Forsinard,13008.287016899999799,0.000000000000000,56.000000000000000,28.083527860044253,114.206710937627079,0.200629976725808
146,RAIL253,Forsinard - Kinbrace,12228.794359699999404,0.000000000000000,0.000000000000000,0.000000000000000,0.128532181925184,0.128532181925184
147,RAIL254,Kinbrace - Kildonan,11619.159204600000521,0.000000000000000,0.000000000000000,0.000000000000000,0.130251828224803,0.130251828224803
148,RAIL255,Kildonan - Helmsdale,15444.225585899999714,0.000000000000000,0.000000000000000,0.000000000000000,0.231580814245156,0.231580814245155
149,RAIL256,Helmsdale - Brora,17539.676967300001706,0.000000000000000,0.000000000000000,0.000000000000000,0.235897347420581,0.235897347420583
150,RAIL257,Brora - Dunrobin Castle,7074.530649219999759,0.000000000000000,0.000000000000000,0.000000000000000,0.105030746407524,0.105174408133402
151,RAIL258,Dunrobin Castle - Golspie,2835.129691040000125,0.000000000000000,0.000000000000000,0.000000000000000,0.041218656710716,0.041367634976853
152,RAIL259,Golspie - Rogart,12075.513854999999239,0.000000000000000,0.000000000000000,0.000000000000000,0.181555351740322,0.181555351740321
153,RAIL26,Bridge of Allan - Dunblane,3381.194639129999814,0.000000000000000,0.000000000000000,0.000000000000000,0.032763298125711,0.032763298125711
154,RAIL260,Rogart - Lairg,16081.022720299999492,0.000000000000000,0.000000000000000,0.000000000000000,0.251745564013910,0.251745564013910
155,RAIL261,Lairg - Invershin,8911.260307619999367,0.000000000000000,0.000000000000000,0.000000000000000,0.086800412737923,0.086800412737923
156,RAIL262,Invershin - Culrain,706.038249016000009,0.000000000000000,0.000000000000000,0.000000000000000,0.007199099615280,0.008083862778604
157,RAIL263,Culrain - Ardgay,5007.388472339999680,0.000000000000000,0.000000000000000,0.000000000000000,0.058209442493095,0.058209442493095
158,RAIL264,Ardgay - Tain,21855.593986200001382,0.000000000000000,107.930247604608795,53.883313428535317,216.188324681556651,0.328668042241457
159,RAIL265,Tain - Fearn,5757.658538499999850,0.000000000000000,0.000000000000000,0.000000000000000,0.076189384541692,0.076189384541692
160,RAIL266,Fearn - Invergordon,14958.367237599999498,0.000000000000000,0.000000000000000,0.000000000000000,0.204207173183829,0.204207173183829
161,RAIL267,Invergordon - Alness,4546.643257599999743,0.000000000000000,0.000000000000000,0.000000000000000,0.075282318582107,0.075282318582107
162,RAIL268,Alness - Dingwall,15896.188047400000869,0.000000000000000,52.189821372852862,25.952947880621526,111.039758786089592,0.206640269096084
163,RAIL269,Dingwall - Conon Bridge,3948.627259589999994,0.000000000000000,0.000000000000000,0.000000000000000,0.040293779532639,0.041587600061267
164,RAIL270,Conon Bridge - Muir of Ord,5154.310411419999582,0.000000000000000,0.000000000000000,0.000000000000000,0.051292189132756,0.051292189132756
165,RAIL271,Muir of Ord - Beauly,4728.457697300000291,0.000000000000000,0.000000000000000,0.000000000000000,0.048095317001482,0.048095317001482
166,RAIL272,Beauly - Inverness,16551.371842500000639,0.000000000000000,0.000000000000000,0.000000000000000,0.256394244623212,0.259145095685805
167,RAIL273,Newton (S Lanarks) - Kirkhill,2323.701315320000049,0.000000000000000,0.000000000000000,0.000000000000000,0.035075290740207,0.035075290740207
168,RAIL274,Kirkhill - Burnside (Strathclyde),2257.867144249999910,0.000000000000000,0.000000000000000,0.000000000000000,0.035539435228113,0.035539435228113
169,RAIL275,Burnside (Strathclyde) - Croftfoot,1660.021962679999888,0.000000000000000,0.000000000000000,0.000000000000000,0.026118935118904,0.026118935118904
170,RAIL276,Croftfoot - Kings Park,1149.792989179999950,0.000000000000000,0.000000000000000,0.000000000000000,0.018242909379353,0.018242909379353
171,RAIL277,Kings Park - Langside,2139.366543539999839,0.000000000000000,0.000000000000000,0.000000000000000,0.031919018871329,0.031919018871329
172,RAIL278,Langside - Pollokshaws East,724.608778252999969,0.000000000000000,0.000000000000000,0.000000000000000,0.010281561705635,0.010281561705635
173,RAIL279,Pollokshaws East - Shawlands,624.868126823000011,0.000000000000000,0.000000000000000,0.000000000000000,0.007271243974095,0.007271243974095
174,RAIL280,Shawlands - Maxwell Park,1110.416921140000113,0.000000000000000,0.000000000000000,0.000000000000000,0.011996624380334,0.011996624380334
175,RAIL281,Maxwell Park - Pollokshields West,813.127212346999954,0.000000000000000,0.000000000000000,0.000000000000000,0.012940728149627,0.012940728149627
176,RAIL282,Pollokshields West - Glasgow Central,2748.098909889999959,0.000000000000000,0.000000000000000,0.000000000000000,0.028865041541313,0.029952821977344
177,RAIL284,Mount Florida - Crosshill,904.517818143999989,0.000000000000000,0.000000000000000,0.000000000000000,0.010159308858104,0.010159308858104
178,RAIL285,Crosshill - Queens Park (Glasgow),669.978241956000033,0.000000000000000,0.000000000000000,0.000000000000000,0.010230078156634,0.010230078156634
179,RAIL286,Queens Park (Glasgow) - Pollokshields East,725.753701223999997,0.000000000000000,0.000000000000000,0.000000000000000,0.007746384941859,0.007746384941859
180,RAIL287,Pollokshields East - Glasgow Central,2122.151404360000015,0.000000000000000,0.000000000000000,0.000000000000000,0.020581805282375,0.021669585718406
181,RAIL294,ROBROYSTON - Stepps,1938.975062250000065,0.000000000000000,0.000000000000000,0.000000000000000,0.030697642212749,0.030697642212749
182,RAIL316,Paisley Gilmour Street - Johnstone,5248.682773759999691,0.000000000000000,0.000000000000000,0.000000000000000,0.080428669928011,0.080428669928011
183,RAIL317,Johnstone - Milliken Park,2184.489509389999967,0.000000000000000,0.000000000000000,0.000000000000000,0.031794316992696,0.031794316992696
184,RAIL320,Dalry - Kilwinning,5674.970620019999842,0.000000000000000,0.000000000000000,0.000000000000000,0.052401075429362,0.052401075429362
185,RAIL321,Kilwinning - Stevenston,3747.588582889999998,0.000000000000000,0.000000000000000,0.000000000000000,0.048404269636491,0.048404269636491
186,RAIL322,Stevenston - Saltcoats,2159.686127110000143,0.000000000000000,0.000000000000000,0.000000000000000,0.033828579803911,0.033828579803911
187,RAIL323,Saltcoats - Ardrossan South Beach,1370.262293609999915,0.000000000000000,0.000000000000000,0.000000000000000,0.018620920919902,0.018620920919902
188,RAIL324,Ardrossan South Beach - Ardrossan Town,854.834422577000055,0.000000000000000,0.000000000000000,0.000000000000000,0.012258760735314,0.012258760735314
189,RAIL325,Ardrossan Town - Ardrossan Harbour,642.561364454000000,0.000000000000000,0.000000000000000,0.000000000000000,0.009015052804111,0.009015052804111
190,RAIL327,Kilwinning - Irvine,6123.335560929999701,0.000000000000000,0.000000000000000,0.000000000000000,0.061703533184946,0.063126728112792
191,RAIL329,Troon - Prestwick Intl Airport,4637.738631510000232,0.000000000000000,0.000000000000000,0.000000000000000,0.054314251997006,0.054314251997006
192,RAIL330,Prestwick Intl Airport - Prestwick,825.416722986999957,0.000000000000000,0.000000000000000,0.000000000000000,0.007454222459869,0.007454222459870
193,RAIL331,Prestwick - Newton-on-Ayr,3298.634101090000058,0.000000000000000,0.000000000000000,0.000000000000000,0.031753223404707,0.031753223404707
194,RAIL332,Newton-on-Ayr - Ayr,1902.551174819999915,0.000000000000000,0.000000000000000,0.000000000000000,0.018490989981230,0.019267575125485
195,RAIL360,Port Glasgow - Whinhill,3637.637546009999824,0.000000000000000,0.000000000000000,0.000000000000000,0.057231128145004,0.057231128145004
196,RAIL361,Whinhill - Drumfrochar,1786.892366390000007,0.000000000000000,0.000000000000000,0.000000000000000,0.028079468729770,0.028079468729770
197,RAIL362,Drumfrochar - Branchton,1886.397333070000059,0.000000000000000,0.000000000000000,0.000000000000000,0.029388841289167,0.029388841289167
198,RAIL363,Branchton - Inverkip,5954.364358449999600,0.000000000000000,0.000000000000000,0.000000000000000,0.078526116199137,0.078526116199137
199,RAIL364,Inverkip - Wemyss Bay,3667.404385610000190,0.000000000000000,0.000000000000000,0.000000000000000,0.037077520178041,0.037077520178041
200,RAIL376,Paisley Canal - Hawkhead,1808.355275359999951,0.000000000000000,0.000000000000000,0.000000000000000,0.026251458947947,0.026251458947947
201,RAIL377,Hawkhead - Crookston,2346.328596859999834,0.000000000000000,0.000000000000000,0.000000000000000,0.035243068921169,0.035243068921169
202,RAIL378,Crookston - Mosspark,1120.890095640000027,0.000000000000000,0.000000000000000,0.000000000000000,0.016892295529239,0.016892295529239
203,RAIL379,Mosspark - Corkerhill,964.338207532999945,0.000000000000000,0.000000000000000,0.000000000000000,0.014431361031520,0.014431361031520
204,RAIL380,Corkerhill - Dumbreck,2414.338029129999995,0.000000000000000,0.000000000000000,0.000000000000000,0.034984034421183,0.034984034421183
205,RAIL381,Dumbreck - Glasgow Central,3567.380704969999897,0.000000000000000,0.000000000000000,0.000000000000000,0.048347737262881,0.049474548952429
206,RAIL412,East Kilbride - Hairmyres,2574.958783179999955,0.000000000000000,0.000000000000000,0.000000000000000,0.040172074705308,0.040172074705308
207,RAIL413,Hairmyres - Thorntonhall,2471.530321820000154,0.000000000000000,0.000000000000000,0.000000000000000,0.034525602679438,0.034525602679438
208,RAIL414,Thorntonhall - Busby,1576.887254929999926,0.000000000000000,0.000000000000000,0.000000000000000,0.018006835074455,0.018006835074455
209,RAIL415,Busby - Clarkston,1338.614100770000050,0.000000000000000,0.000000000000000,0.000000000000000,0.016461766868761,0.016461766868761
210,RAIL416,Clarkston - Giffnock,1988.185148810000101,0.000000000000000,0.000000000000000,0.000000000000000,0.023206154690639,0.023206154690639
211,RAIL417,Giffnock - Thornliebank,1539.428327609999997,0.000000000000000,0.000000000000000,0.000000000000000,0.021098491588204,0.021098491588204
212,RAIL418,Thornliebank - Pollokshaws West,1758.409816339999907,0.000000000000000,0.000000000000000,0.000000000000000,0.020320167514891,0.020320167514891
213,RAIL428,Irvine - Barassie,5765.551121810000041,0.000000000000000,0.000000000000000,0.000000000000000,0.055422618373232,0.055422618373232
214,RAIL429,Barassie - Troon,2119.990907089999837,0.000000000000000,0.000000000000000,0.000000000000000,0.020439860142006,0.020439860142006
215,RAIL432,Neilston - Patterton,6130.316876629999570,0.000000000000000,0.000000000000000,0.000000000000000,0.093200797878765,0.093641854211796
216,RAIL433,Patterton - Whitecraigs,1589.838718539999945,0.000000000000000,0.000000000000000,0.000000000000000,0.025204011532369,0.025204011532369
217,RAIL434,Whitecraigs - Williamwood,1309.814326109999911,0.000000000000000,0.000000000000000,0.000000000000000,0.020087728037832,0.020087728037832
218,RAIL435,Williamwood - Muirend,2057.706394519999776,0.000000000000000,0.000000000000000,0.000000000000000,0.023037151047243,0.023037151047243
219,RAIL436,Muirend - Cathcart,1296.579643309999938,0.000000000000000,0.000000000000000,0.000000000000000,0.016509664196146,0.016509664196146
220,RAIL437,Cathcart - Mount Florida,1060.759165019999955,0.000000000000000,0.000000000000000,0.000000000000000,0.010626024711260,0.010626024711260
221,RAIL455,Glenrothes with Thornton - Markinch,5121.014292670000032,0.000000000000000,0.000000000000000,0.000000000000000,0.056544910216282,0.056544910216282
222,RAIL456,Markinch - Ladybank,9321.727529789999608,0.000000000000000,0.000000000000000,0.000000000000000,0.102175531319104,0.102175531319104
223,RAIL457,Ladybank - Perth,28724.467703700000129,0.000000000000000,0.000000000000000,0.000000000000000,0.386575131926283,0.386927661467890
224,RAIL465,Tweedbank - Galashiels,3461.464139400000022,0.000000000000000,0.000000000000000,0.000000000000000,0.050443218409964,0.050687416826610
225,RAIL466,Galashiels - Stow,10811.754705699999249,0.000000000000000,14.063567429404738,7.000060807169694,28.254601540989221,0.127891411368924
226,RAIL467,Stow - Gorebridge,23624.203550300000643,0.000000000000000,0.000000000000000,0.000000000000000,0.278832595958398,0.278832595958400
227,RAIL468,Gorebridge - Newtongrange,3815.565723480000088,0.000000000000000,0.000000000000000,0.000000000000000,0.042317053728732,0.042317053728732
228,RAIL469,Newtongrange - Eskbank,2002.798493530000087,0.000000000000000,0.000000000000000,0.000000000000000,0.022554898697633,0.022554898697633
229,RAIL472,Newcraighall - Brunstane,1250.191637820000096,0.000000000000000,0.000000000000000,0.000000000000000,0.014259746949374,0.014259746949374
230,RAIL473,Brunstane - Edinburgh,6087.390329109999584,0.000000000000000,0.000000000000000,0.000000000000000,0.091110793352490,0.091110793352490
231,RAIL483,North Berwick - Drem,7267.900741209999978,0.000000000000000,0.000000000000000,0.000000000000000,0.083327779912132,0.083327779912132
232,RAIL484,Drem - Longniddry,7231.530119689999992,0.000000000000000,0.000000000000000,0.000000000000000,0.106850757904695,0.106850757904695
233,RAIL485,Longniddry - Prestonpans,6072.504308919999858,0.000000000000000,0.000000000000000,0.000000000000000,0.090055073502989,0.090055073502989
234,RAIL486,Prestonpans - Wallyford,2892.489618539999810,0.000000000000000,0.000000000000000,0.000000000000000,0.042349779010968,0.042349779010968
235,RAIL487,Wallyford - Musselburgh,4102.151010970000243,0.000000000000000,0.000000000000000,0.000000000000000,0.060559271308179,0.060559271308179
236,RAIL488,Musselburgh - Edinburgh,8144.614460269999654,0.000000000000000,0.000000000000000,0.000000000000000,0.120598607813655,0.120598607813655
237,RAIL495,Aberdeen - Portlethen,13188.154126699999324,0.000000000000000,0.000000000000000,0.000000000000000,0.158730522228185,0.160301692880425
238,RAIL496,Portlethen - Stonehaven,12807.181563300000562,0.000000000000000,604.563648966227447,312.706112473744383,1400.616786291905328,0.145272751608322
239,RAIL497,Stonehaven - Laurencekirk,23269.022210499999346,0.000000000000000,0.000000000000000,0.000000000000000,0.307889049504312,0.307889049504312
240,RAIL498,Laurencekirk - Montrose,16143.695065100000647,0.000000000000000,0.000000000000000,0.000000000000000,0.181714387080640,0.181714387080640
241,RAIL499,Montrose - Arbroath,21923.247814499998640,0.000000000000000,0.000000000000000,0.000000000000000,0.257360334898236,0.261138900061712
242,RAIL500,Arbroath - Carnoustie,10304.336121300000741,0.000000000000000,26.879181076717053,12.883952636458043,59.641414258105073,0.138282236680565
243,RAIL502,Broughty Ferry - Dundee,6520.591627890000382,0.000000000000000,0.000000000000000,0.000000000000000,0.100993683725443,0.100993683725443
244,RAIL503,Dundee - Leuchars,13396.389200800000253,0.000000000000000,0.000000000000000,0.000000000000000,0.139096510965099,0.168940580647191
245,RAIL507,Markinch - Kirkcaldy,11834.148812299999918,0.000000000000000,0.000000000000000,0.000000000000000,0.128879385116346,0.128879385116346
246,RAIL513,Springburn - Barnhill,699.727109461000055,0.000000000000000,0.000000000000000,0.000000000000000,0.008922505373142,0.008922505373142
247,RAIL514,Barnhill - Alexandra Parade,1856.139129220000086,0.000000000000000,0.000000000000000,0.000000000000000,0.020396952147773,0.020396952147773
248,RAIL515,Alexandra Parade - Duke Street,565.802875414000027,0.000000000000000,0.000000000000000,0.000000000000000,0.005662681615848,0.005662681615848
249,RAIL516,Duke Street - Bellgrove,778.110896444999980,0.000000000000000,0.000000000000000,0.000000000000000,0.011742705416279,0.011742705416279
250,RAIL517,Bellgrove - High Street (Glasgow),1205.601190549999956,0.000000000000000,0.000000000000000,0.000000000000000,0.018447612533806,0.018447612533806
251,RAIL518,High Street (Glasgow) - Glasgow Queen Street,814.414996333999966,0.000000000000000,0.000000000000000,0.000000000000000,0.011868845590433,0.011868845590433
252,RAIL522,Slateford - Kingsknowe,1619.671657999999979,0.000000000000000,0.000000000000000,0.000000000000000,0.022994069497573,0.022994069497573
